country,country_code_2_digit,country_code_3_digit,population,reported_date,hospital_occupancy_count,icu_occupancy_count,source
Malta,MT,MLT,493559,2020-04-23T00:00:00.0000000,,1,Surveillance
Netherlands,NL,NLD,17282163,2020-04-23T00:00:00.0000000,,875,Other Website
Norway,NO,NOR,5328212,2020-04-23T00:00:00.0000000,123,,Country_API
Poland,PL,POL,37972812,2020-04-23T00:00:00.0000000,3099,,Surveillance
Portugal,PT,PRT,10276617,2020-04-23T00:00:00.0000000,1095,204,Country_Website
Romania,RO,ROU,19414458,2020-04-23T00:00:00.0000000,,236,Country_Website
Slovenia,SI,SVN,2080908,2020-04-23T00:00:00.0000000,80,23,Country_Github
United Kingdom,UK,GBR,66647112,2020-04-23T00:00:00.0000000,15931,,Country_Website
Austria,AT,AUT,8858775,2020-04-22T00:00:00.0000000,700,176,Surveillance
Belgium,BE,BEL,11455519,2020-04-22T00:00:00.0000000,4527,993,Country_Website
Bulgaria,BG,BGR,7000039,2020-04-22T00:00:00.0000000,281,40,External_Github
Croatia,HR,HRV,4076246,2020-04-22T00:00:00.0000000,314,,Country_Website
Czechia,CZ,CZE,10649800,2020-04-22T00:00:00.0000000,343,75,Country_Website
Denmark,DK,DNK,5806081,2020-04-22T00:00:00.0000000,324,80,Country_Website
Estonia,EE,EST,1324820,2020-04-22T00:00:00.0000000,110,12,Country_API
Finland,FI,FIN,5517919,2020-04-22T00:00:00.0000000,199,63,External_Github
France,FR,FRA,67012883,2020-04-22T00:00:00.0000000,29627,5127,Country_Website
Iceland,IS,ISL,356991,2020-04-22T00:00:00.0000000,15,5,Country_Website
Ireland,IE,IRL,4904240,2020-04-22T00:00:00.0000000,778,131,Country_Website
Italy,IT,ITA,60359546,2020-04-22T00:00:00.0000000,26189,2384,Country_Github
Latvia,LV,LVA,1919968,2020-04-22T00:00:00.0000000,42,,Surveillance
Luxembourg,LU,LUX,613894,2020-04-22T00:00:00.0000000,160,35,Country_Website
Malta,MT,MLT,493559,2020-04-22T00:00:00.0000000,,1,Surveillance
Netherlands,NL,NLD,17282163,2020-04-22T00:00:00.0000000,,917,Other Website
Norway,NO,NOR,5328212,2020-04-22T00:00:00.0000000,129,,Country_API
Poland,PL,POL,37972812,2020-04-22T00:00:00.0000000,3505,,Surveillance
Portugal,PT,PRT,10276617,2020-04-22T00:00:00.0000000,1146,207,Country_Website
Romania,RO,ROU,19414458,2020-04-22T00:00:00.0000000,,288,Country_Website
Slovenia,SI,SVN,2080908,2020-04-22T00:00:00.0000000,82,24,Country_Github
United Kingdom,UK,GBR,66647112,2020-04-22T00:00:00.0000000,16497,,Country_Website
Austria,AT,AUT,8858775,2020-04-21T00:00:00.0000000,756,196,Surveillance
Belgium,BE,BEL,11455519,2020-04-21T00:00:00.0000000,4765,1020,Country_Website
Bulgaria,BG,BGR,7000039,2020-04-21T00:00:00.0000000,268,34,External_Github
Croatia,HR,HRV,4076246,2020-04-21T00:00:00.0000000,317,,Country_Website
Czechia,CZ,CZE,10649800,2020-04-21T00:00:00.0000000,366,79,Country_Website
Denmark,DK,DNK,5806081,2020-04-21T00:00:00.0000000,335,81,Country_Website
Estonia,EE,EST,1324820,2020-04-21T00:00:00.0000000,110,13,Country_API
Finland,FI,FIN,5517919,2020-04-21T00:00:00.0000000,202,63,External_Github
France,FR,FRA,67012883,2020-04-21T00:00:00.0000000,29984,5334,Country_Website
Iceland,IS,ISL,356991,2020-04-21T00:00:00.0000000,18,5,Country_Website
Ireland,IE,IRL,4904240,2020-04-21T00:00:00.0000000,774,133,Country_Website
Italy,IT,ITA,60359546,2020-04-21T00:00:00.0000000,26605,2471,Country_Github
Latvia,LV,LVA,1919968,2020-04-21T00:00:00.0000000,43,,Surveillance
Luxembourg,LU,LUX,613894,2020-04-21T00:00:00.0000000,164,38,Country_Website
Malta,MT,MLT,493559,2020-04-21T00:00:00.0000000,,1,Surveillance
Netherlands,NL,NLD,17282163,2020-04-21T00:00:00.0000000,,973,Other Website
Norway,NO,NOR,5328212,2020-04-21T00:00:00.0000000,144,,Country_API
Poland,PL,POL,37972812,2020-04-21T00:00:00.0000000,2914,,Surveillance
Portugal,PT,PRT,10276617,2020-04-21T00:00:00.0000000,1172,213,Country_Website
Romania,RO,ROU,19414458,2020-04-21T00:00:00.0000000,,245,Country_Website
Slovenia,SI,SVN,2080908,2020-04-21T00:00:00.0000000,86,25,Country_Github
United Kingdom,UK,GBR,66647112,2020-04-21T00:00:00.0000000,17074,,Country_Website
Belgium,BE,BEL,11455519,2020-04-20T00:00:00.0000000,4996,1079,Country_Website
Bulgaria,BG,BGR,7000039,2020-04-20T00:00:00.0000000,268,36,External_Github
Croatia,HR,HRV,4076246,2020-04-20T00:00:00.0000000,324,,Country_Website
Czechia,CZ,CZE,10649800,2020-04-20T00:00:00.0000000,349,78,Country_Website
Denmark,DK,DNK,5806081,2020-04-20T00:00:00.0000000,336,84,Country_Website
Estonia,EE,EST,1324820,2020-04-20T00:00:00.0000000,121,14,Country_API
Finland,FI,FIN,5517919,2020-04-20T00:00:00.0000000,209,67,External_Github
France,FR,FRA,67012883,2020-04-20T00:00:00.0000000,30462,5584,Country_Website
Iceland,IS,ISL,356991,2020-04-20T00:00:00.0000000,21,5,Country_Website
Ireland,IE,IRL,4904240,2020-04-20T00:00:00.0000000,820,139,Country_Website
Italy,IT,ITA,60359546,2020-04-20T00:00:00.0000000,27479,2573,Country_Github
Latvia,LV,LVA,1919968,2020-04-20T00:00:00.0000000,45,,Surveillance
Luxembourg,LU,LUX,613894,2020-04-20T00:00:00.0000000,169,39,Country_Website
Malta,MT,MLT,493559,2020-04-20T00:00:00.0000000,,1,Surveillance
Netherlands,NL,NLD,17282163,2020-04-20T00:00:00.0000000,,1010,Other Website
Norway,NO,NOR,5328212,2020-04-20T00:00:00.0000000,160,,Country_API
Poland,PL,POL,37972812,2020-04-20T00:00:00.0000000,2511,,Surveillance
Portugal,PT,PRT,10276617,2020-04-20T00:00:00.0000000,1208,215,Country_Website
Romania,RO,ROU,19414458,2020-04-20T00:00:00.0000000,,261,Country_Website
Slovenia,SI,SVN,2080908,2020-04-20T00:00:00.0000000,87,26,Country_Github
United Kingdom,UK,GBR,66647112,2020-04-20T00:00:00.0000000,17333,,Country_Website
Austria,AT,AUT,8858775,2020-04-19T00:00:00.0000000,817,,Surveillance
Belgium,BE,BEL,11455519,2020-04-19T00:00:00.0000000,4940,1071,Country_Website
Bulgaria,BG,BGR,7000039,2020-04-19T00:00:00.0000000,259,36,External_Github
Croatia,HR,HRV,4076246,2020-04-19T00:00:00.0000000,331,,Country_Website
Czechia,CZ,CZE,10649800,2020-04-19T00:00:00.0000000,344,81,Country_Website
Denmark,DK,DNK,5806081,2020-04-19T00:00:00.0000000,319,84,Country_Website
Estonia,EE,EST,1324820,2020-04-19T00:00:00.0000000,124,14,Country_API
Finland,FI,FIN,5517919,2020-04-19T00:00:00.0000000,192,68,External_Github
France,FR,FRA,67012883,2020-04-19T00:00:00.0000000,30486,5644,Country_Website
Iceland,IS,ISL,356991,2020-04-19T00:00:00.0000000,27,5,Country_Website
Ireland,IE,IRL,4904240,2020-04-19T00:00:00.0000000,816,133,Country_Website
Italy,IT,ITA,60359546,2020-04-19T00:00:00.0000000,27668,2635,Country_Github
Latvia,LV,LVA,1919968,2020-04-19T00:00:00.0000000,44,,Surveillance
Luxembourg,LU,LUX,613894,2020-04-19T00:00:00.0000000,171,39,Country_Website
Malta,MT,MLT,493559,2020-04-19T00:00:00.0000000,,1,Surveillance
Netherlands,NL,NLD,17282163,2020-04-19T00:00:00.0000000,,1029,Other Website
Norway,NO,NOR,5328212,2020-04-19T00:00:00.0000000,153,,Country_API
Poland,PL,POL,37972812,2020-04-19T00:00:00.0000000,2482,,Surveillance
Portugal,PT,PRT,10276617,2020-04-19T00:00:00.0000000,1243,224,Country_Website
Romania,RO,ROU,19414458,2020-04-19T00:00:00.0000000,,256,Country_Website
Slovenia,SI,SVN,2080908,2020-04-19T00:00:00.0000000,89,26,Country_Github
United Kingdom,UK,GBR,66647112,2020-04-19T00:00:00.0000000,17455,,Country_Website
Belgium,BE,BEL,11455519,2020-04-18T00:00:00.0000000,4892,1081,Country_Website
Bulgaria,BG,BGR,7000039,2020-04-18T00:00:00.0000000,246,44,External_Github
Croatia,HR,HRV,4076246,2020-04-18T00:00:00.0000000,361,,Country_Website
Czechia,CZ,CZE,10649800,2020-04-18T00:00:00.0000000,338,75,Country_Website
Denmark,DK,DNK,5806081,2020-04-18T00:00:00.0000000,317,87,Country_Website
Estonia,EE,EST,1324820,2020-04-18T00:00:00.0000000,123,,Country_API
Estonia,EE,EST,1324820,2020-04-18T00:00:00.0000000,,10,Surveillance
Finland,FI,FIN,5517919,2020-04-18T00:00:00.0000000,199,70,External_Github
France,FR,FRA,67012883,2020-04-18T00:00:00.0000000,30515,5733,Country_Website
Iceland,IS,ISL,356991,2020-04-18T00:00:00.0000000,28,5,Country_Website
Ireland,IE,IRL,4904240,2020-04-18T00:00:00.0000000,811,134,Country_Website
Italy,IT,ITA,60359546,2020-04-18T00:00:00.0000000,27740,2733,Country_Github
Latvia,LV,LVA,1919968,2020-04-18T00:00:00.0000000,37,,Surveillance
Luxembourg,LU,LUX,613894,2020-04-18T00:00:00.0000000,176,40,Country_Website
Malta,MT,MLT,493559,2020-04-18T00:00:00.0000000,,1,Surveillance
Netherlands,NL,NLD,17282163,2020-04-18T00:00:00.0000000,,1058,Other Website
Norway,NO,NOR,5328212,2020-04-18T00:00:00.0000000,148,,Country_API
Portugal,PT,PRT,10276617,2020-04-18T00:00:00.0000000,1253,228,Country_Website
Romania,RO,ROU,19414458,2020-04-18T00:00:00.0000000,,248,Country_Website
Slovenia,SI,SVN,2080908,2020-04-18T00:00:00.0000000,93,27,Country_Github
United Kingdom,UK,GBR,66647112,2020-04-18T00:00:00.0000000,17442,,Country_Website
Austria,AT,AUT,8858775,2020-04-17T00:00:00.0000000,909,,Surveillance
Belgium,BE,BEL,11455519,2020-04-17T00:00:00.0000000,5088,1119,Country_Website
Bulgaria,BG,BGR,7000039,2020-04-17T00:00:00.0000000,244,44,External_Github
Croatia,HR,HRV,4076246,2020-04-17T00:00:00.0000000,372,,Country_Website
Czechia,CZ,CZE,10649800,2020-04-17T00:00:00.0000000,355,81,Country_Website
Denmark,DK,DNK,5806081,2020-04-17T00:00:00.0000000,350,93,Country_Website
Estonia,EE,EST,1324820,2020-04-17T00:00:00.0000000,,11,Surveillance
Estonia,EE,EST,1324820,2020-04-17T00:00:00.0000000,118,,Country_API
Finland,FI,FIN,5517919,2020-04-17T00:00:00.0000000,208,73,External_Github
France,FR,FRA,67012883,2020-04-17T00:00:00.0000000,31061,5922,Country_Website
Iceland,IS,ISL,356991,2020-04-17T00:00:00.0000000,27,5,Country_Website
Ireland,IE,IRL,4904240,2020-04-17T00:00:00.0000000,852,137,Country_Website
Italy,IT,ITA,60359546,2020-04-17T00:00:00.0000000,28598,2812,Country_Github
Latvia,LV,LVA,1919968,2020-04-17T00:00:00.0000000,42,,Surveillance
Luxembourg,LU,LUX,613894,2020-04-17T00:00:00.0000000,163,39,Country_Website
Malta,MT,MLT,493559,2020-04-17T00:00:00.0000000,,1,Surveillance
Netherlands,NL,NLD,17282163,2020-04-17T00:00:00.0000000,,1104,Other Website
Norway,NO,NOR,5328212,2020-04-17T00:00:00.0000000,165,,Country_API
Poland,PL,POL,37972812,2020-04-17T00:00:00.0000000,2673,,Surveillance
Portugal,PT,PRT,10276617,2020-04-17T00:00:00.0000000,1284,222,Country_Website
Romania,RO,ROU,19414458,2020-04-17T00:00:00.0000000,,258,Country_Website
Slovenia,SI,SVN,2080908,2020-04-17T00:00:00.0000000,95,28,Country_Github
United Kingdom,UK,GBR,66647112,2020-04-17T00:00:00.0000000,17303,,Country_Website
Austria,AT,AUT,8858775,2020-04-16T00:00:00.0000000,967,,Surveillance
Belgium,BE,BEL,11455519,2020-04-16T00:00:00.0000000,5181,1150,Country_Website
Bulgaria,BG,BGR,7000039,2020-04-16T00:00:00.0000000,227,37,External_Github
Croatia,HR,HRV,4076246,2020-04-16T00:00:00.0000000,372,,Country_Website
Czechia,CZ,CZE,10649800,2020-04-16T00:00:00.0000000,363,83,Country_Website
Denmark,DK,DNK,5806081,2020-04-16T00:00:00.0000000,353,92,Country_Website
Estonia,EE,EST,1324820,2020-04-16T00:00:00.0000000,,11,Surveillance
Estonia,EE,EST,1324820,2020-04-16T00:00:00.0000000,125,,Country_API
Finland,FI,FIN,5517919,2020-04-16T00:00:00.0000000,215,76,External_Github
France,FR,FRA,67012883,2020-04-16T00:00:00.0000000,31172,6139,Country_Website
Iceland,IS,ISL,356991,2020-04-16T00:00:00.0000000,30,3,Country_Website
Ireland,IE,IRL,4904240,2020-04-16T00:00:00.0000000,856,142,Country_Website
Italy,IT,ITA,60359546,2020-04-16T00:00:00.0000000,29829,2936,Country_Github
Latvia,LV,LVA,1919968,2020-04-16T00:00:00.0000000,45,,Surveillance
Luxembourg,LU,LUX,613894,2020-04-16T00:00:00.0000000,179,41,Country_Website
Malta,MT,MLT,493559,2020-04-16T00:00:00.0000000,,1,Surveillance
Netherlands,NL,NLD,17282163,2020-04-16T00:00:00.0000000,,1134,Other Website
Norway,NO,NOR,5328212,2020-04-16T00:00:00.0000000,175,,Country_API
Poland,PL,POL,37972812,2020-04-16T00:00:00.0000000,2607,,Surveillance
Portugal,PT,PRT,10276617,2020-04-16T00:00:00.0000000,1302,229,Country_Website
Romania,RO,ROU,19414458,2020-04-16T00:00:00.0000000,,243,Country_Website
Slovenia,SI,SVN,2080908,2020-04-16T00:00:00.0000000,99,30,Country_Github
United Kingdom,UK,GBR,66647112,2020-04-16T00:00:00.0000000,18258,,Country_Website
Austria,AT,AUT,8858775,2020-04-15T00:00:00.0000000,1001,,Surveillance
Belgium,BE,BEL,11455519,2020-04-15T00:00:00.0000000,5331,1182,Country_Website
Bulgaria,BG,BGR,7000039,2020-04-15T00:00:00.0000000,218,31,External_Github
Croatia,HR,HRV,4076246,2020-04-15T00:00:00.0000000,341,,Country_Website
Czechia,CZ,CZE,10649800,2020-04-15T00:00:00.0000000,371,77,Country_Website
Denmark,DK,DNK,5806081,2020-04-15T00:00:00.0000000,362,89,Country_Website
Estonia,EE,EST,1324820,2020-04-15T00:00:00.0000000,132,,Country_API
Estonia,EE,EST,1324820,2020-04-15T00:00:00.0000000,,10,Surveillance
Finland,FI,FIN,5517919,2020-04-15T00:00:00.0000000,226,75,External_Github
France,FR,FRA,67012883,2020-04-15T00:00:00.0000000,31623,6331,Country_Website
Iceland,IS,ISL,356991,2020-04-15T00:00:00.0000000,33,6,Country_Website
Ireland,IE,IRL,4904240,2020-04-15T00:00:00.0000000,881,140,Country_Website
Italy,IT,ITA,60359546,2020-04-15T00:00:00.0000000,30722,3079,Country_Github
Latvia,LV,LVA,1919968,2020-04-15T00:00:00.0000000,46,,Surveillance
Luxembourg,LU,LUX,613894,2020-04-15T00:00:00.0000000,168,44,Country_Website
Malta,MT,MLT,493559,2020-04-15T00:00:00.0000000,,2,Surveillance
Netherlands,NL,NLD,17282163,2020-04-15T00:00:00.0000000,,1167,Other Website
Norway,NO,NOR,5328212,2020-04-15T00:00:00.0000000,190,,Country_API
Poland,PL,POL,37972812,2020-04-15T00:00:00.0000000,2499,,Surveillance
Portugal,PT,PRT,10276617,2020-04-15T00:00:00.0000000,1200,208,Country_Website
Romania,RO,ROU,19414458,2020-04-15T00:00:00.0000000,,245,Country_Website
Slovenia,SI,SVN,2080908,2020-04-15T00:00:00.0000000,96,34,Country_Github
United Kingdom,UK,GBR,66647112,2020-04-15T00:00:00.0000000,18530,,Country_Website
Belgium,BE,BEL,11455519,2020-04-14T00:00:00.0000000,5532,1204,Country_Website
Bulgaria,BG,BGR,7000039,2020-04-14T00:00:00.0000000,209,29,External_Github
Czechia,CZ,CZE,10649800,2020-04-14T00:00:00.0000000,385,83,Country_Website
Denmark,DK,DNK,5806081,2020-04-14T00:00:00.0000000,380,93,Country_Website
Estonia,EE,EST,1324820,2020-04-14T00:00:00.0000000,,10,Surveillance
Estonia,EE,EST,1324820,2020-04-14T00:00:00.0000000,144,,Country_API
Finland,FI,FIN,5517919,2020-04-14T00:00:00.0000000,232,75,External_Github
France,FR,FRA,67012883,2020-04-14T00:00:00.0000000,32131,6599,Country_Website
Iceland,IS,ISL,356991,2020-04-14T00:00:00.0000000,31,8,Country_Website
Ireland,IE,IRL,4904240,2020-04-14T00:00:00.0000000,868,149,Country_Website
Italy,IT,ITA,60359546,2020-04-14T00:00:00.0000000,31197,3186,Country_Github
Latvia,LV,LVA,1919968,2020-04-14T00:00:00.0000000,46,,Surveillance
Luxembourg,LU,LUX,613894,2020-04-14T00:00:00.0000000,183,43,Country_Website
Malta,MT,MLT,493559,2020-04-14T00:00:00.0000000,,3,Surveillance
Netherlands,NL,NLD,17282163,2020-04-14T00:00:00.0000000,,1192,Other Website
Norway,NO,NOR,5328212,2020-04-14T00:00:00.0000000,201,,Country_API
Portugal,PT,PRT,10276617,2020-04-14T00:00:00.0000000,1227,218,Country_Website
Romania,RO,ROU,19414458,2020-04-14T00:00:00.0000000,,241,Country_Website
Slovenia,SI,SVN,2080908,2020-04-14T00:00:00.0000000,103,35,Country_Github
United Kingdom,UK,GBR,66647112,2020-04-14T00:00:00.0000000,19232,,Country_Website
Belgium,BE,BEL,11455519,2020-04-13T00:00:00.0000000,5554,1226,Country_Website
Bulgaria,BG,BGR,7000039,2020-04-13T00:00:00.0000000,230,36,External_Github
Czechia,CZ,CZE,10649800,2020-04-13T00:00:00.0000000,394,93,Country_Website
Denmark,DK,DNK,5806081,2020-04-13T00:00:00.0000000,388,100,Country_Website
Estonia,EE,EST,1324820,2020-04-13T00:00:00.0000000,,11,Surveillance
Estonia,EE,EST,1324820,2020-04-13T00:00:00.0000000,146,,Country_API
Finland,FI,FIN,5517919,2020-04-13T00:00:00.0000000,230,74,External_Github
France,FR,FRA,67012883,2020-04-13T00:00:00.0000000,31952,6690,Country_Website
Iceland,IS,ISL,356991,2020-04-13T00:00:00.0000000,35,8,Country_Website
Ireland,IE,IRL,4904240,2020-04-13T00:00:00.0000000,868,143,Country_Website
Italy,IT,ITA,60359546,2020-04-13T00:00:00.0000000,31283,3260,Country_Github
Latvia,LV,LVA,1919968,2020-04-13T00:00:00.0000000,44,,Surveillance
Luxembourg,LU,LUX,613894,2020-04-13T00:00:00.0000000,181,42,Country_Website
Malta,MT,MLT,493559,2020-04-13T00:00:00.0000000,,3,Surveillance
Netherlands,NL,NLD,17282163,2020-04-13T00:00:00.0000000,,1215,Other Website
Norway,NO,NOR,5328212,2020-04-13T00:00:00.0000000,204,,Country_API
Poland,PL,POL,37972812,2020-04-13T00:00:00.0000000,2510,,Surveillance
Portugal,PT,PRT,10276617,2020-04-13T00:00:00.0000000,1187,188,Country_Website
Romania,RO,ROU,19414458,2020-04-13T00:00:00.0000000,,231,Country_Website
Slovenia,SI,SVN,2080908,2020-04-13T00:00:00.0000000,95,33,Country_Github
United Kingdom,UK,GBR,66647112,2020-04-13T00:00:00.0000000,19370,,Country_Website
Belgium,BE,BEL,11455519,2020-04-12T00:00:00.0000000,5441,1234,Country_Website
Bulgaria,BG,BGR,7000039,2020-04-12T00:00:00.0000000,230,36,External_Github
Czechia,CZ,CZE,10649800,2020-04-12T00:00:00.0000000,400,100,Country_Website
Denmark,DK,DNK,5806081,2020-04-12T00:00:00.0000000,396,104,Country_Website
Estonia,EE,EST,1324820,2020-04-12T00:00:00.0000000,153,,Country_API
Estonia,EE,EST,1324820,2020-04-12T00:00:00.0000000,,9,Surveillance
Finland,FI,FIN,5517919,2020-04-12T00:00:00.0000000,235,77,External_Github
France,FR,FRA,67012883,2020-04-12T00:00:00.0000000,31665,6714,Country_Website
Iceland,IS,ISL,356991,2020-04-12T00:00:00.0000000,40,9,Country_Website
Ireland,IE,IRL,4904240,2020-04-12T00:00:00.0000000,853,148,Country_Website
Italy,IT,ITA,60359546,2020-04-12T00:00:00.0000000,31190,3343,Country_Github
Latvia,LV,LVA,1919968,2020-04-12T00:00:00.0000000,43,,Surveillance
Luxembourg,LU,LUX,613894,2020-04-12T00:00:00.0000000,201,40,Country_Website
Malta,MT,MLT,493559,2020-04-12T00:00:00.0000000,,4,Surveillance
Netherlands,NL,NLD,17282163,2020-04-12T00:00:00.0000000,,1232,Other Website
Norway,NO,NOR,5328212,2020-04-12T00:00:00.0000000,214,,Country_API
Portugal,PT,PRT,10276617,2020-04-12T00:00:00.0000000,1177,228,Country_Website
Romania,RO,ROU,19414458,2020-04-12T00:00:00.0000000,,204,Country_Website
Slovenia,SI,SVN,2080908,2020-04-12T00:00:00.0000000,95,35,Country_Github
United Kingdom,UK,GBR,66647112,2020-04-12T00:00:00.0000000,19849,,Country_Website
Belgium,BE,BEL,11455519,2020-04-11T00:00:00.0000000,5437,1232,Country_Website
Bulgaria,BG,BGR,7000039,2020-04-11T00:00:00.0000000,231,35,External_Github
Czechia,CZ,CZE,10649800,2020-04-11T00:00:00.0000000,403,87,Country_Website
Denmark,DK,DNK,5806081,2020-04-11T00:00:00.0000000,408,106,Country_Website
Estonia,EE,EST,1324820,2020-04-11T00:00:00.0000000,150,,Country_API
Estonia,EE,EST,1324820,2020-04-11T00:00:00.0000000,,11,Surveillance
Finland,FI,FIN,5517919,2020-04-11T00:00:00.0000000,235,80,External_Github
France,FR,FRA,67012883,2020-04-11T00:00:00.0000000,31159,6752,Country_Website
Iceland,IS,ISL,356991,2020-04-11T00:00:00.0000000,40,9,Country_Website
Ireland,IE,IRL,4904240,2020-04-11T00:00:00.0000000,856,155,Country_Website
Italy,IT,ITA,60359546,2020-04-11T00:00:00.0000000,31525,3381,Country_Github
Latvia,LV,LVA,1919968,2020-04-11T00:00:00.0000000,36,,Surveillance
Luxembourg,LU,LUX,613894,2020-04-11T00:00:00.0000000,190,40,Country_Website
Malta,MT,MLT,493559,2020-04-11T00:00:00.0000000,,4,Surveillance
Netherlands,NL,NLD,17282163,2020-04-11T00:00:00.0000000,,1250,Other Website
Norway,NO,NOR,5328212,2020-04-11T00:00:00.0000000,214,,Country_API
Portugal,PT,PRT,10276617,2020-04-11T00:00:00.0000000,1175,233,Country_Website
Romania,RO,ROU,19414458,2020-04-11T00:00:00.0000000,,208,Country_Website
Slovenia,SI,SVN,2080908,2020-04-11T00:00:00.0000000,94,35,Country_Github
United Kingdom,UK,GBR,66647112,2020-04-11T00:00:00.0000000,19493,,Country_Website
Belgium,BE,BEL,11455519,2020-04-10T00:00:00.0000000,5663,1262,Country_Website
Bulgaria,BG,BGR,7000039,2020-04-10T00:00:00.0000000,231,33,External_Github
Czechia,CZ,CZE,10649800,2020-04-10T00:00:00.0000000,403,89,Country_Website
Denmark,DK,DNK,5806081,2020-04-10T00:00:00.0000000,401,113,Country_Website
Estonia,EE,EST,1324820,2020-04-10T00:00:00.0000000,,11,Surveillance
Estonia,EE,EST,1324820,2020-04-10T00:00:00.0000000,143,,Country_API
Finland,FI,FIN,5517919,2020-04-10T00:00:00.0000000,236,81,External_Github
France,FR,FRA,67012883,2020-04-10T00:00:00.0000000,31108,6875,Country_Website
Iceland,IS,ISL,356991,2020-04-10T00:00:00.0000000,38,10,Country_Website
Ireland,IE,IRL,4904240,2020-04-10T00:00:00.0000000,825,155,Country_Website
Italy,IT,ITA,60359546,2020-04-10T00:00:00.0000000,31739,3497,Country_Github
Latvia,LV,LVA,1919968,2020-04-10T00:00:00.0000000,35,,Surveillance
Luxembourg,LU,LUX,613894,2020-04-10T00:00:00.0000000,203,38,Country_Website
Malta,MT,MLT,493559,2020-04-10T00:00:00.0000000,,4,Surveillance
Netherlands,NL,NLD,17282163,2020-04-10T00:00:00.0000000,,1285,Other Website
Norway,NO,NOR,5328212,2020-04-10T00:00:00.0000000,234,,Country_API
Portugal,PT,PRT,10276617,2020-04-10T00:00:00.0000000,1179,226,Country_Website
Romania,RO,ROU,19414458,2020-04-10T00:00:00.0000000,,183,Country_Website
Slovenia,SI,SVN,2080908,2020-04-10T00:00:00.0000000,106,36,Country_Github
United Kingdom,UK,GBR,66647112,2020-04-10T00:00:00.0000000,19617,,Country_Website
Belgium,BE,BEL,11455519,2020-04-09T00:00:00.0000000,5636,1278,Country_Website
Bulgaria,BG,BGR,7000039,2020-04-09T00:00:00.0000000,233,32,External_Github
Czechia,CZ,CZE,10649800,2020-04-09T00:00:00.0000000,416,96,Country_Website
Denmark,DK,DNK,5806081,2020-04-09T00:00:00.0000000,433,120,Country_Website
Estonia,EE,EST,1324820,2020-04-09T00:00:00.0000000,136,,Country_API
Estonia,EE,EST,1324820,2020-04-09T00:00:00.0000000,,9,Surveillance
Finland,FI,FIN,5517919,2020-04-09T00:00:00.0000000,244,82,External_Github
France,FR,FRA,67012883,2020-04-09T00:00:00.0000000,30608,6937,Country_Website
Iceland,IS,ISL,356991,2020-04-09T00:00:00.0000000,38,11,Country_Website
Ireland,IE,IRL,4904240,2020-04-09T00:00:00.0000000,838,151,Country_Website
Italy,IT,ITA,60359546,2020-04-09T00:00:00.0000000,32004,3605,Country_Github
Latvia,LV,LVA,1919968,2020-04-09T00:00:00.0000000,38,,Surveillance
Luxembourg,LU,LUX,613894,2020-04-09T00:00:00.0000000,202,39,Country_Website
Malta,MT,MLT,493559,2020-04-09T00:00:00.0000000,,4,Surveillance
Netherlands,NL,NLD,17282163,2020-04-09T00:00:00.0000000,,1278,Other Website
Norway,NO,NOR,5328212,2020-04-09T00:00:00.0000000,252,,Country_API
Portugal,PT,PRT,10276617,2020-04-09T00:00:00.0000000,1173,241,Country_Website
Romania,RO,ROU,19414458,2020-04-09T00:00:00.0000000,,178,Country_Website
Slovenia,SI,SVN,2080908,2020-04-09T00:00:00.0000000,108,34,Country_Github
United Kingdom,UK,GBR,66647112,2020-04-09T00:00:00.0000000,19495,,Country_Website
Austria,AT,AUT,8858775,2020-04-08T00:00:00.0000000,1096,,Surveillance
Belgium,BE,BEL,11455519,2020-04-08T00:00:00.0000000,5616,1285,Country_Website
Bulgaria,BG,BGR,7000039,2020-04-08T00:00:00.0000000,233,27,External_Github
Czechia,CZ,CZE,10649800,2020-04-08T00:00:00.0000000,422,94,Country_Website
Denmark,DK,DNK,5806081,2020-04-08T00:00:00.0000000,453,127,Country_Website
Estonia,EE,EST,1324820,2020-04-08T00:00:00.0000000,,9,Surveillance
Estonia,EE,EST,1324820,2020-04-08T00:00:00.0000000,130,,Country_API
Finland,FI,FIN,5517919,2020-04-08T00:00:00.0000000,239,82,External_Github
France,FR,FRA,67012883,2020-04-08T00:00:00.0000000,30217,7019,Country_Website
Iceland,IS,ISL,356991,2020-04-08T00:00:00.0000000,40,11,Country_Website
Ireland,IE,IRL,4904240,2020-04-08T00:00:00.0000000,837,146,Country_Website
Italy,IT,ITA,60359546,2020-04-08T00:00:00.0000000,32178,3693,Country_Github
Latvia,LV,LVA,1919968,2020-04-08T00:00:00.0000000,39,,Surveillance
Luxembourg,LU,LUX,613894,2020-04-08T00:00:00.0000000,211,43,Country_Website
Malta,MT,MLT,493559,2020-04-08T00:00:00.0000000,,5,Surveillance
Netherlands,NL,NLD,17282163,2020-04-08T00:00:00.0000000,,1283,Other Website
Norway,NO,NOR,5328212,2020-04-08T00:00:00.0000000,250,,Country_API
Poland,PL,POL,37972812,2020-04-08T00:00:00.0000000,2425,,Surveillance
Portugal,PT,PRT,10276617,2020-04-08T00:00:00.0000000,1211,245,Country_Website
Romania,RO,ROU,19414458,2020-04-08T00:00:00.0000000,,162,Country_Website
Slovenia,SI,SVN,2080908,2020-04-08T00:00:00.0000000,111,35,Country_Github
United Kingdom,UK,GBR,66647112,2020-04-08T00:00:00.0000000,19337,,Country_Website
