country,country_code_2_digit,country_code_3_digit,population,reported_date,hospital_occupancy_count,icu_occupancy_count,source
Belgium,BE,BEL,11455519,2020-06-10T00:00:00.0000000,484,99,Country_Website
Bulgaria,BG,BGR,7000039,2020-06-10T00:00:00.0000000,161,13,External_Github
Croatia,HR,HRV,4076246,2020-06-10T00:00:00.0000000,7,,Country_Website
Czechia,CZ,CZE,10649800,2020-06-10T00:00:00.0000000,64,11,Country_Website
Denmark,DK,DNK,5806081,2020-06-10T00:00:00.0000000,17,17,Country_Website
Estonia,EE,EST,1324820,2020-06-10T00:00:00.0000000,15,0,Country_API
Finland,FI,FIN,5517919,2020-06-10T00:00:00.0000000,28,4,External_Github
France,FR,FRA,67012883,2020-06-10T00:00:00.0000000,11632,904,Country_Website
Hungary,HU,HUN,9772756,2020-06-10T00:00:00.0000000,344,20,JRC
Iceland,IS,ISL,356991,2020-06-10T00:00:00.0000000,0,0,Country_Website
Ireland,IE,IRL,4904240,2020-06-10T00:00:00.0000000,102,29,Country_Website
Italy,IT,ITA,60359546,2020-06-10T00:00:00.0000000,4569,249,Country_Github
Latvia,LV,LVA,1919968,2020-06-10T00:00:00.0000000,11,,Surveillance
Luxembourg,LU,LUX,613894,2020-06-10T00:00:00.0000000,17,1,Country_Website
Netherlands,NL,NLD,17282163,2020-06-10T00:00:00.0000000,,111,Other Website
Norway,NO,NOR,5328212,2020-06-10T00:00:00.0000000,18,,Country_API
Poland,PL,POL,37972812,2020-06-10T00:00:00.0000000,1993,,Surveillance
Portugal,PT,PRT,10276617,2020-06-10T00:00:00.0000000,417,70,Country_Website
Romania,RO,ROU,19414458,2020-06-10T00:00:00.0000000,,150,Country_Website
Slovakia,SK,SVK,5450421,2020-06-10T00:00:00.0000000,28,,JRC
Slovenia,SI,SVN,2080908,2020-06-10T00:00:00.0000000,6,0,Country_Github
United Kingdom,UK,GBR,66647112,2020-06-10T00:00:00.0000000,4969,,Country_Website
Austria,AT,AUT,8858775,2020-06-09T00:00:00.0000000,84,19,Country_Website
Belgium,BE,BEL,11455519,2020-06-09T00:00:00.0000000,527,102,Country_Website
Bulgaria,BG,BGR,7000039,2020-06-09T00:00:00.0000000,152,15,External_Github
Croatia,HR,HRV,4076246,2020-06-09T00:00:00.0000000,6,,Country_Website
Czechia,CZ,CZE,10649800,2020-06-09T00:00:00.0000000,62,9,Country_Website
Denmark,DK,DNK,5806081,2020-06-09T00:00:00.0000000,73,15,Country_Website
Estonia,EE,EST,1324820,2020-06-09T00:00:00.0000000,16,0,Country_API
Finland,FI,FIN,5517919,2020-06-09T00:00:00.0000000,28,4,External_Github
France,FR,FRA,67012883,2020-06-09T00:00:00.0000000,11915,926,Country_Website
Hungary,HU,HUN,9772756,2020-06-09T00:00:00.0000000,365,20,JRC
Iceland,IS,ISL,356991,2020-06-09T00:00:00.0000000,0,0,Country_Website
Ireland,IE,IRL,4904240,2020-06-09T00:00:00.0000000,110,35,Country_Website
Italy,IT,ITA,60359546,2020-06-09T00:00:00.0000000,4844,263,Country_Github
Latvia,LV,LVA,1919968,2020-06-09T00:00:00.0000000,12,,Surveillance
Luxembourg,LU,LUX,613894,2020-06-09T00:00:00.0000000,17,1,Country_Website
Netherlands,NL,NLD,17282163,2020-06-09T00:00:00.0000000,,114,Other Website
Norway,NO,NOR,5328212,2020-06-09T00:00:00.0000000,21,,Country_API
Poland,PL,POL,37972812,2020-06-09T00:00:00.0000000,2039,,Surveillance
Portugal,PT,PRT,10276617,2020-06-09T00:00:00.0000000,394,65,Country_Website
Slovakia,SK,SVK,5450421,2020-06-09T00:00:00.0000000,28,,JRC
Slovenia,SI,SVN,2080908,2020-06-09T00:00:00.0000000,6,0,Country_Github
United Kingdom,UK,GBR,66647112,2020-06-09T00:00:00.0000000,5227,,Country_Website
Austria,AT,AUT,8858775,2020-06-08T00:00:00.0000000,82,17,Country_Website
Belgium,BE,BEL,11455519,2020-06-08T00:00:00.0000000,575,115,Country_Website
Bulgaria,BG,BGR,7000039,2020-06-08T00:00:00.0000000,158,12,External_Github
Croatia,HR,HRV,4076246,2020-06-08T00:00:00.0000000,10,,Country_Website
Czechia,CZ,CZE,10649800,2020-06-08T00:00:00.0000000,59,9,Country_Website
Denmark,DK,DNK,5806081,2020-06-08T00:00:00.0000000,79,16,Country_Website
Estonia,EE,EST,1324820,2020-06-08T00:00:00.0000000,15,0,Country_API
Finland,FI,FIN,5517919,2020-06-08T00:00:00.0000000,38,6,External_Github
France,FR,FRA,67012883,2020-06-08T00:00:00.0000000,12269,995,Country_Website
Hungary,HU,HUN,9772756,2020-06-08T00:00:00.0000000,385,21,JRC
Iceland,IS,ISL,356991,2020-06-08T00:00:00.0000000,0,0,Country_Website
Ireland,IE,IRL,4904240,2020-06-08T00:00:00.0000000,122,34,Country_Website
Italy,IT,ITA,60359546,2020-06-08T00:00:00.0000000,5012,283,Country_Github
Latvia,LV,LVA,1919968,2020-06-08T00:00:00.0000000,11,,Surveillance
Luxembourg,LU,LUX,613894,2020-06-08T00:00:00.0000000,20,2,Country_Website
Netherlands,NL,NLD,17282163,2020-06-08T00:00:00.0000000,,122,Other Website
Norway,NO,NOR,5328212,2020-06-08T00:00:00.0000000,21,,Country_API
Poland,PL,POL,37972812,2020-06-08T00:00:00.0000000,1881,,Surveillance
Portugal,PT,PRT,10276617,2020-06-08T00:00:00.0000000,366,55,Country_Website
Romania,RO,ROU,19414458,2020-06-08T00:00:00.0000000,,146,Country_Website
Slovakia,SK,SVK,5450421,2020-06-08T00:00:00.0000000,37,,JRC
Slovenia,SI,SVN,2080908,2020-06-08T00:00:00.0000000,5,0,Country_Github
United Kingdom,UK,GBR,66647112,2020-06-08T00:00:00.0000000,5408,,Country_Website
Austria,AT,AUT,8858775,2020-06-07T00:00:00.0000000,69,17,Country_Website
Belgium,BE,BEL,11455519,2020-06-07T00:00:00.0000000,576,116,Country_Website
Bulgaria,BG,BGR,7000039,2020-06-07T00:00:00.0000000,155,12,External_Github
Croatia,HR,HRV,4076246,2020-06-07T00:00:00.0000000,10,,Country_Website
Czechia,CZ,CZE,10649800,2020-06-07T00:00:00.0000000,62,10,Country_Website
Denmark,DK,DNK,5806081,2020-06-07T00:00:00.0000000,75,15,Country_Website
Estonia,EE,EST,1324820,2020-06-07T00:00:00.0000000,15,0,Country_API
Finland,FI,FIN,5517919,2020-06-07T00:00:00.0000000,40,6,External_Github
France,FR,FRA,67012883,2020-06-07T00:00:00.0000000,12415,1024,Country_Website
Hungary,HU,HUN,9772756,2020-06-07T00:00:00.0000000,386,21,JRC
Iceland,IS,ISL,356991,2020-06-07T00:00:00.0000000,0,0,Country_Website
Ireland,IE,IRL,4904240,2020-06-07T00:00:00.0000000,125,34,Country_Website
Italy,IT,ITA,60359546,2020-06-07T00:00:00.0000000,5151,287,Country_Github
Latvia,LV,LVA,1919968,2020-06-07T00:00:00.0000000,11,,Surveillance
Luxembourg,LU,LUX,613894,2020-06-07T00:00:00.0000000,18,2,Country_Website
Netherlands,NL,NLD,17282163,2020-06-07T00:00:00.0000000,,123,Other Website
Norway,NO,NOR,5328212,2020-06-07T00:00:00.0000000,21,,Surveillance
Poland,PL,POL,37972812,2020-06-07T00:00:00.0000000,2007,,Surveillance
Portugal,PT,PRT,10276617,2020-06-07T00:00:00.0000000,398,58,Country_Website
Romania,RO,ROU,19414458,2020-06-07T00:00:00.0000000,,144,Country_Website
Slovakia,SK,SVK,5450421,2020-06-07T00:00:00.0000000,38,,JRC
Slovenia,SI,SVN,2080908,2020-06-07T00:00:00.0000000,5,0,Country_Github
United Kingdom,UK,GBR,66647112,2020-06-07T00:00:00.0000000,5429,,Country_Website
Austria,AT,AUT,8858775,2020-06-06T00:00:00.0000000,72,17,Country_Website
Belgium,BE,BEL,11455519,2020-06-06T00:00:00.0000000,573,111,Country_Website
Bulgaria,BG,BGR,7000039,2020-06-06T00:00:00.0000000,147,12,External_Github
Croatia,HR,HRV,4076246,2020-06-06T00:00:00.0000000,10,,Country_Website
Czechia,CZ,CZE,10649800,2020-06-06T00:00:00.0000000,60,9,Country_Website
Denmark,DK,DNK,5806081,2020-06-06T00:00:00.0000000,81,,Country_Website
Estonia,EE,EST,1324820,2020-06-06T00:00:00.0000000,14,0,Country_API
Finland,FI,FIN,5517919,2020-06-06T00:00:00.0000000,39,7,External_Github
France,FR,FRA,67012883,2020-06-06T00:00:00.0000000,12433,1030,Country_Website
Hungary,HU,HUN,9772756,2020-06-06T00:00:00.0000000,387,21,JRC
Iceland,IS,ISL,356991,2020-06-06T00:00:00.0000000,0,0,Country_Website
Ireland,IE,IRL,4904240,2020-06-06T00:00:00.0000000,122,36,Country_Website
Italy,IT,ITA,60359546,2020-06-06T00:00:00.0000000,5295,293,Country_Github
Latvia,LV,LVA,1919968,2020-06-06T00:00:00.0000000,11,,Surveillance
Luxembourg,LU,LUX,613894,2020-06-06T00:00:00.0000000,13,1,Country_Website
Netherlands,NL,NLD,17282163,2020-06-06T00:00:00.0000000,,124,Other Website
Norway,NO,NOR,5328212,2020-06-06T00:00:00.0000000,21,,Surveillance
Poland,PL,POL,37972812,2020-06-06T00:00:00.0000000,2128,,Surveillance
Portugal,PT,PRT,10276617,2020-06-06T00:00:00.0000000,414,57,Country_Website
Romania,RO,ROU,19414458,2020-06-06T00:00:00.0000000,,153,Country_Website
Slovakia,SK,SVK,5450421,2020-06-06T00:00:00.0000000,37,,JRC
Slovenia,SI,SVN,2080908,2020-06-06T00:00:00.0000000,6,0,Country_Github
United Kingdom,UK,GBR,66647112,2020-06-06T00:00:00.0000000,5630,,Country_Website
Austria,AT,AUT,8858775,2020-06-05T00:00:00.0000000,75,20,Country_Website
Belgium,BE,BEL,11455519,2020-06-05T00:00:00.0000000,647,121,Country_Website
Bulgaria,BG,BGR,7000039,2020-06-05T00:00:00.0000000,149,8,External_Github
Croatia,HR,HRV,4076246,2020-06-05T00:00:00.0000000,12,,Country_Website
Czechia,CZ,CZE,10649800,2020-06-05T00:00:00.0000000,60,9,Country_Website
Denmark,DK,DNK,5806081,2020-06-05T00:00:00.0000000,85,17,Country_Website
Estonia,EE,EST,1324820,2020-06-05T00:00:00.0000000,14,0,Country_API
Finland,FI,FIN,5517919,2020-06-05T00:00:00.0000000,51,8,External_Github
France,FR,FRA,67012883,2020-06-05T00:00:00.0000000,12650,1065,Country_Website
Hungary,HU,HUN,9772756,2020-06-05T00:00:00.0000000,397,21,JRC
Iceland,IS,ISL,356991,2020-06-05T00:00:00.0000000,0,0,Country_Website
Ireland,IE,IRL,4904240,2020-06-05T00:00:00.0000000,139,37,Country_Website
Italy,IT,ITA,60359546,2020-06-05T00:00:00.0000000,5617,316,Country_Github
Latvia,LV,LVA,1919968,2020-06-05T00:00:00.0000000,10,,Surveillance
Luxembourg,LU,LUX,613894,2020-06-05T00:00:00.0000000,19,1,Country_Website
Netherlands,NL,NLD,17282163,2020-06-05T00:00:00.0000000,,126,Other Website
Norway,NO,NOR,5328212,2020-06-05T00:00:00.0000000,22,,Country_API
Poland,PL,POL,37972812,2020-06-05T00:00:00.0000000,2085,,Surveillance
Portugal,PT,PRT,10276617,2020-06-05T00:00:00.0000000,475,64,Country_Website
Romania,RO,ROU,19414458,2020-06-05T00:00:00.0000000,,152,Country_Website
Slovakia,SK,SVK,5450421,2020-06-05T00:00:00.0000000,39,,JRC
Slovenia,SI,SVN,2080908,2020-06-05T00:00:00.0000000,6,0,Country_Github
United Kingdom,UK,GBR,66647112,2020-06-05T00:00:00.0000000,5840,,Country_Website
Austria,AT,AUT,8858775,2020-06-04T00:00:00.0000000,87,22,Country_Website
Belgium,BE,BEL,11455519,2020-06-04T00:00:00.0000000,702,137,Country_Website
Bulgaria,BG,BGR,7000039,2020-06-04T00:00:00.0000000,141,8,External_Github
Croatia,HR,HRV,4076246,2020-06-04T00:00:00.0000000,15,,Country_Website
Czechia,CZ,CZE,10649800,2020-06-04T00:00:00.0000000,59,9,Country_Website
Denmark,DK,DNK,5806081,2020-06-04T00:00:00.0000000,97,17,Country_Website
Estonia,EE,EST,1324820,2020-06-04T00:00:00.0000000,17,1,Country_API
Finland,FI,FIN,5517919,2020-06-04T00:00:00.0000000,50,7,External_Github
France,FR,FRA,67012883,2020-06-04T00:00:00.0000000,13054,1133,Country_Website
Hungary,HU,HUN,9772756,2020-06-04T00:00:00.0000000,406,24,JRC
Iceland,IS,ISL,356991,2020-06-04T00:00:00.0000000,0,0,Country_Website
Ireland,IE,IRL,4904240,2020-06-04T00:00:00.0000000,154,36,Country_Website
Italy,IT,ITA,60359546,2020-06-04T00:00:00.0000000,5841,338,Country_Github
Latvia,LV,LVA,1919968,2020-06-04T00:00:00.0000000,10,,Surveillance
Luxembourg,LU,LUX,613894,2020-06-04T00:00:00.0000000,19,1,Country_Website
Netherlands,NL,NLD,17282163,2020-06-04T00:00:00.0000000,,128,Other Website
Norway,NO,NOR,5328212,2020-06-04T00:00:00.0000000,29,,Country_API
Poland,PL,POL,37972812,2020-06-04T00:00:00.0000000,2102,,Surveillance
Portugal,PT,PRT,10276617,2020-06-04T00:00:00.0000000,445,58,Country_Website
Slovakia,SK,SVK,5450421,2020-06-04T00:00:00.0000000,32,,JRC
Slovenia,SI,SVN,2080908,2020-06-04T00:00:00.0000000,5,0,Country_Github
United Kingdom,UK,GBR,66647112,2020-06-04T00:00:00.0000000,5995,,Country_Website
Austria,AT,AUT,8858775,2020-06-03T00:00:00.0000000,87,21,Country_Website
Belgium,BE,BEL,11455519,2020-06-03T00:00:00.0000000,739,145,Country_Website
Bulgaria,BG,BGR,7000039,2020-06-03T00:00:00.0000000,132,9,External_Github
Croatia,HR,HRV,4076246,2020-06-03T00:00:00.0000000,17,,Country_Website
Czechia,CZ,CZE,10649800,2020-06-03T00:00:00.0000000,64,10,Country_Website
Denmark,DK,DNK,5806081,2020-06-03T00:00:00.0000000,100,20,Country_Website
Estonia,EE,EST,1324820,2020-06-03T00:00:00.0000000,21,1,Country_API
Finland,FI,FIN,5517919,2020-06-03T00:00:00.0000000,51,7,External_Github
France,FR,FRA,67012883,2020-06-03T00:00:00.0000000,13465,1179,Country_Website
Hungary,HU,HUN,9772756,2020-06-03T00:00:00.0000000,414,24,JRC
Iceland,IS,ISL,356991,2020-06-03T00:00:00.0000000,0,0,Country_Website
Ireland,IE,IRL,4904240,2020-06-03T00:00:00.0000000,166,37,Country_Website
Italy,IT,ITA,60359546,2020-06-03T00:00:00.0000000,6095,353,Country_Github
Latvia,LV,LVA,1919968,2020-06-03T00:00:00.0000000,11,,Surveillance
Luxembourg,LU,LUX,613894,2020-06-03T00:00:00.0000000,21,3,Country_Website
Netherlands,NL,NLD,17282163,2020-06-03T00:00:00.0000000,,130,Other Website
Norway,NO,NOR,5328212,2020-06-03T00:00:00.0000000,27,,Country_API
Poland,PL,POL,37972812,2020-06-03T00:00:00.0000000,2150,,Surveillance
Portugal,PT,PRT,10276617,2020-06-03T00:00:00.0000000,428,56,Country_Website
Romania,RO,ROU,19414458,2020-06-03T00:00:00.0000000,,162,Country_Website
Slovakia,SK,SVK,5450421,2020-06-03T00:00:00.0000000,42,,JRC
Slovenia,SI,SVN,2080908,2020-06-03T00:00:00.0000000,5,0,Country_Github
United Kingdom,UK,GBR,66647112,2020-06-03T00:00:00.0000000,6252,,Country_Website
Austria,AT,AUT,8858775,2020-06-02T00:00:00.0000000,88,26,Country_Website
Belgium,BE,BEL,11455519,2020-06-02T00:00:00.0000000,821,172,Country_Website
Bulgaria,BG,BGR,7000039,2020-06-02T00:00:00.0000000,141,20,External_Github
Croatia,HR,HRV,4076246,2020-06-02T00:00:00.0000000,17,,Country_Website
Czechia,CZ,CZE,10649800,2020-06-02T00:00:00.0000000,74,11,Country_Website
Denmark,DK,DNK,5806081,2020-06-02T00:00:00.0000000,99,21,Country_Website
Estonia,EE,EST,1324820,2020-06-02T00:00:00.0000000,21,1,Country_API
Finland,FI,FIN,5517919,2020-06-02T00:00:00.0000000,62,9,External_Github
France,FR,FRA,67012883,2020-06-02T00:00:00.0000000,13978,1221,Country_Website
Hungary,HU,HUN,9772756,2020-06-02T00:00:00.0000000,427,24,JRC
Iceland,IS,ISL,356991,2020-06-02T00:00:00.0000000,0,0,Country_Website
Ireland,IE,IRL,4904240,2020-06-02T00:00:00.0000000,194,36,Country_Website
Italy,IT,ITA,60359546,2020-06-02T00:00:00.0000000,6324,408,Country_Github
Latvia,LV,LVA,1919968,2020-06-02T00:00:00.0000000,14,,Surveillance
Luxembourg,LU,LUX,613894,2020-06-02T00:00:00.0000000,22,2,Country_Website
Malta,MT,MLT,493559,2020-06-02T00:00:00.0000000,,2,Surveillance
Netherlands,NL,NLD,17282163,2020-06-02T00:00:00.0000000,,144,Other Website
Norway,NO,NOR,5328212,2020-06-02T00:00:00.0000000,32,,Country_API
Poland,PL,POL,37972812,2020-06-02T00:00:00.0000000,2219,,Surveillance
Portugal,PT,PRT,10276617,2020-06-02T00:00:00.0000000,432,58,Country_Website
Romania,RO,ROU,19414458,2020-06-02T00:00:00.0000000,,166,Country_Website
Slovakia,SK,SVK,5450421,2020-06-02T00:00:00.0000000,38,,JRC
Slovenia,SI,SVN,2080908,2020-06-02T00:00:00.0000000,5,1,Country_Github
United Kingdom,UK,GBR,66647112,2020-06-02T00:00:00.0000000,6446,,Country_Website
Austria,AT,AUT,8858775,2020-06-01T00:00:00.0000000,97,29,Country_Website
Belgium,BE,BEL,11455519,2020-06-01T00:00:00.0000000,821,166,Country_Website
Bulgaria,BG,BGR,7000039,2020-06-01T00:00:00.0000000,153,16,External_Github
Croatia,HR,HRV,4076246,2020-06-01T00:00:00.0000000,22,,Country_Website
Czechia,CZ,CZE,10649800,2020-06-01T00:00:00.0000000,72,13,Country_Website
Denmark,DK,DNK,5806081,2020-06-01T00:00:00.0000000,103,20,Country_Website
Estonia,EE,EST,1324820,2020-06-01T00:00:00.0000000,22,2,Country_API
Finland,FI,FIN,5517919,2020-06-01T00:00:00.0000000,68,9,External_Github
France,FR,FRA,67012883,2020-06-01T00:00:00.0000000,14237,1270,Country_Website
Hungary,HU,HUN,9772756,2020-06-01T00:00:00.0000000,417,25,JRC
Iceland,IS,ISL,356991,2020-06-01T00:00:00.0000000,0,0,Country_Website
Ireland,IE,IRL,4904240,2020-06-01T00:00:00.0000000,176,37,Country_Website
Italy,IT,ITA,60359546,2020-06-01T00:00:00.0000000,6523,424,Country_Github
Latvia,LV,LVA,1919968,2020-06-01T00:00:00.0000000,18,,Surveillance
Luxembourg,LU,LUX,613894,2020-06-01T00:00:00.0000000,25,4,Country_Website
Netherlands,NL,NLD,17282163,2020-06-01T00:00:00.0000000,,149,Other Website
Norway,NO,NOR,5328212,2020-06-01T00:00:00.0000000,29,,Country_API
Poland,PL,POL,37972812,2020-06-01T00:00:00.0000000,2181,,Surveillance
Portugal,PT,PRT,10276617,2020-06-01T00:00:00.0000000,471,64,Country_Website
Romania,RO,ROU,19414458,2020-06-01T00:00:00.0000000,,159,Country_Website
Slovakia,SK,SVK,5450421,2020-06-01T00:00:00.0000000,48,,JRC
Slovenia,SI,SVN,2080908,2020-06-01T00:00:00.0000000,5,1,Country_Github
United Kingdom,UK,GBR,66647112,2020-06-01T00:00:00.0000000,6630,,Country_Website
Austria,AT,AUT,8858775,2020-05-31T00:00:00.0000000,97,27,Country_Website
Belgium,BE,BEL,11455519,2020-05-31T00:00:00.0000000,818,164,Country_Website
Bulgaria,BG,BGR,7000039,2020-05-31T00:00:00.0000000,161,17,External_Github
Croatia,HR,HRV,4076246,2020-05-31T00:00:00.0000000,23,,Country_Website
Czechia,CZ,CZE,10649800,2020-05-31T00:00:00.0000000,69,12,Country_Website
Denmark,DK,DNK,5806081,2020-05-31T00:00:00.0000000,98,20,Country_Website
Estonia,EE,EST,1324820,2020-05-31T00:00:00.0000000,27,2,Country_API
Finland,FI,FIN,5517919,2020-05-31T00:00:00.0000000,68,10,External_Github
France,FR,FRA,67012883,2020-05-31T00:00:00.0000000,14271,1287,Country_Website
Hungary,HU,HUN,9772756,2020-05-31T00:00:00.0000000,419,25,JRC
Iceland,IS,ISL,356991,2020-05-31T00:00:00.0000000,0,0,Country_Website
Ireland,IE,IRL,4904240,2020-05-31T00:00:00.0000000,184,36,Country_Website
Italy,IT,ITA,60359546,2020-05-31T00:00:00.0000000,6822,435,Country_Github
Latvia,LV,LVA,1919968,2020-05-31T00:00:00.0000000,18,,Surveillance
Luxembourg,LU,LUX,613894,2020-05-31T00:00:00.0000000,28,4,Country_Website
Netherlands,NL,NLD,17282163,2020-05-31T00:00:00.0000000,,152,Other Website
Norway,NO,NOR,5328212,2020-05-31T00:00:00.0000000,28,,Country_API
Poland,PL,POL,37972812,2020-05-31T00:00:00.0000000,2134,,Surveillance
Portugal,PT,PRT,10276617,2020-05-31T00:00:00.0000000,474,64,Country_Website
Romania,RO,ROU,19414458,2020-05-31T00:00:00.0000000,,160,Country_Website
Slovakia,SK,SVK,5450421,2020-05-31T00:00:00.0000000,46,,JRC
Slovenia,SI,SVN,2080908,2020-05-31T00:00:00.0000000,6,2,Country_Github
United Kingdom,UK,GBR,66647112,2020-05-31T00:00:00.0000000,6578,,Country_Website
Austria,AT,AUT,8858775,2020-05-30T00:00:00.0000000,98,23,Country_Website
Belgium,BE,BEL,11455519,2020-05-30T00:00:00.0000000,823,168,Country_Website
Bulgaria,BG,BGR,7000039,2020-05-30T00:00:00.0000000,165,18,External_Github
Croatia,HR,HRV,4076246,2020-05-30T00:00:00.0000000,27,,Country_Website
Czechia,CZ,CZE,10649800,2020-05-30T00:00:00.0000000,71,12,Country_Website
Denmark,DK,DNK,5806081,2020-05-30T00:00:00.0000000,100,20,Country_Website
Estonia,EE,EST,1324820,2020-05-30T00:00:00.0000000,28,2,Country_API
Finland,FI,FIN,5517919,2020-05-30T00:00:00.0000000,71,11,External_Github
France,FR,FRA,67012883,2020-05-30T00:00:00.0000000,14329,1293,Country_Website
Hungary,HU,HUN,9772756,2020-05-30T00:00:00.0000000,414,22,JRC
Iceland,IS,ISL,356991,2020-05-30T00:00:00.0000000,0,0,Country_Website
Ireland,IE,IRL,4904240,2020-05-30T00:00:00.0000000,173,36,Country_Website
Italy,IT,ITA,60359546,2020-05-30T00:00:00.0000000,7130,450,Country_Github
Latvia,LV,LVA,1919968,2020-05-30T00:00:00.0000000,18,,Surveillance
Luxembourg,LU,LUX,613894,2020-05-30T00:00:00.0000000,27,4,Country_Website
Netherlands,NL,NLD,17282163,2020-05-30T00:00:00.0000000,,149,Other Website
Norway,NO,NOR,5328212,2020-05-30T00:00:00.0000000,28,,Country_API
Poland,PL,POL,37972812,2020-05-30T00:00:00.0000000,2207,,Surveillance
Portugal,PT,PRT,10276617,2020-05-30T00:00:00.0000000,514,63,Country_Website
Romania,RO,ROU,19414458,2020-05-30T00:00:00.0000000,,160,Country_Website
Slovakia,SK,SVK,5450421,2020-05-30T00:00:00.0000000,56,,JRC
Slovenia,SI,SVN,2080908,2020-05-30T00:00:00.0000000,7,2,Country_Github
United Kingdom,UK,GBR,66647112,2020-05-30T00:00:00.0000000,6611,,Country_Website
Austria,AT,AUT,8858775,2020-05-29T00:00:00.0000000,103,25,Country_Website
Belgium,BE,BEL,11455519,2020-05-29T00:00:00.0000000,892,173,Country_Website
Bulgaria,BG,BGR,7000039,2020-05-29T00:00:00.0000000,191,20,External_Github
Croatia,HR,HRV,4076246,2020-05-29T00:00:00.0000000,28,,Country_Website
Czechia,CZ,CZE,10649800,2020-05-29T00:00:00.0000000,70,15,Country_Website
Denmark,DK,DNK,5806081,2020-05-29T00:00:00.0000000,106,18,Country_Website
Estonia,EE,EST,1324820,2020-05-29T00:00:00.0000000,27,2,Country_API
Finland,FI,FIN,5517919,2020-05-29T00:00:00.0000000,74,10,External_Github
France,FR,FRA,67012883,2020-05-29T00:00:00.0000000,14643,1328,Country_Website
Hungary,HU,HUN,9772756,2020-05-29T00:00:00.0000000,384,24,JRC
Iceland,IS,ISL,356991,2020-05-29T00:00:00.0000000,0,0,Country_Website
Ireland,IE,IRL,4904240,2020-05-29T00:00:00.0000000,197,42,Country_Website
Italy,IT,ITA,60359546,2020-05-29T00:00:00.0000000,7569,475,Country_Github
Latvia,LV,LVA,1919968,2020-05-29T00:00:00.0000000,22,,Surveillance
Luxembourg,LU,LUX,613894,2020-05-29T00:00:00.0000000,29,4,Country_Website
Netherlands,NL,NLD,17282163,2020-05-29T00:00:00.0000000,,158,Other Website
Norway,NO,NOR,5328212,2020-05-29T00:00:00.0000000,30,,Country_API
Poland,PL,POL,37972812,2020-05-29T00:00:00.0000000,2035,,Surveillance
Portugal,PT,PRT,10276617,2020-05-29T00:00:00.0000000,529,66,Country_Website
Romania,RO,ROU,19414458,2020-05-29T00:00:00.0000000,,182,Country_Website
Slovakia,SK,SVK,5450421,2020-05-29T00:00:00.0000000,59,,JRC
Slovenia,SI,SVN,2080908,2020-05-29T00:00:00.0000000,7,2,Country_Github
United Kingdom,UK,GBR,66647112,2020-05-29T00:00:00.0000000,6902,,Country_Website
Austria,AT,AUT,8858775,2020-05-28T00:00:00.0000000,107,30,Country_Website
Belgium,BE,BEL,11455519,2020-05-28T00:00:00.0000000,939,187,Country_Website
Bulgaria,BG,BGR,7000039,2020-05-28T00:00:00.0000000,198,20,External_Github
